id,author_sort,title,isbn,identifiers,series,series_index,uuid
"304","Otomo, Katsuhiro","Akira, Vol. 4","9781569715260","goodreads:93374,isbn:9781569715260","Akira: 6 Volumes","4.0","b3a194d4-587a-41e8-93da-8820b51936c8"
"305","Miller, Frank","The Dark Knight Returns","9781404622494","google:8N9PPwAACAAJ,isbn:9781404622494,goodreads:15989630","The Dark Knight Saga","1.0","bf6bee07-ad1c-454b-a356-0fc1885e3a7f"
"307","Miller, Frank & Mazzucchelli, David","Batman: Year One","9781401207526","goodreads:59980,isbn:9781401207526,google:MpBwPAAACAAJ","","1.0","3880becb-637d-4048-8161-436d478331ea"
"308","Schwalm, Tony","The Guerrilla Factory: The Making of Special Forces Officers, the Green Berets","9781451623611","barnesnoble:w/the-guerrilla-factory-tony-schwalm/1110900982,mobi-asin:B007EE5BL8,isbn:9781451623611,goodreads:13547219","","1.0","741d29f4-c184-403c-af33-3fcd7ecc436e"
"309","Saint-Andre, Peter","The Tao of Roark: Variations on a Theme From Ayn Rand","9780615822952","mobi-asin:B00D0BOVE2,goodreads:18054611,barnesnoble:w/the-tao-of-roark-peter-saint-andre/1115483841,isbn:9780615822952,google:UG9wnQEACAAJ","","1.0","be0881e9-f50d-44ba-83f9-949d2e65c92a"
"310","Ellis, Warren","Transmetropolitan #1","","goodreads:22380630","Transmetropolitan","1.0","52162ceb-f12e-406a-bdd7-79012c87f58d"
"311","Ellis, Warren","Transmetropolitan #60","","goodreads:17908818","Transmetropolitan","60.0","2565fb8f-51d3-44da-a5ee-dd67f31cfd7b"
"312","Ellis, Warren","Transmetropolitan #59","","goodreads:17908815","Transmetropolitan","59.0","c60280b5-ce22-4f20-aaa7-451e851a2e79"
"313","Ellis, Warren","Transmetropolitan #58","","goodreads:17908812","Transmetropolitan","58.0","0930b683-1a7b-4c3f-a294-4abfa457d416"
"314","Ellis, Warren","Transmetropolitan #57","","goodreads:17908756","Transmetropolitan","57.0","68f5a7da-f768-4423-9e0c-7b06d4748201"
"315","Ellis, Warren","Transmetropolitan #56","","goodreads:17908753","Transmetropolitan","56.0","4715a321-43c5-4a58-9d62-d97636808672"
"316","Ellis, Warren","Transmetropolitan #2","","goodreads:22405732","Transmetropolitan","2.0","6e68e017-162b-44bc-a608-3fc9841b87c1"
"317","Ellis, Warren","Transmetropolitan #55","","goodreads:17908744","Transmetropolitan","55.0","fe66905c-f7b4-4f18-bb89-49cb94fd9de0"
"318","Ellis, Warren","Transmetropolitan #54","","goodreads:17908738","Transmetropolitan","54.0","304e6071-8986-4530-af62-40dbb8d618ed"
"319","Ellis, Warren","Transmetropolitan #53","","goodreads:17908735","Transmetropolitan","53.0","782f6cae-1d66-408d-a9d2-4376de59f35c"
"320","Ellis, Warren","Transmetropolitan #52","","goodreads:17908727","Transmetropolitan","52.0","879b54f6-a19c-4756-aa48-c14ecfd2732c"
"321","Ellis, Warren","Transmetropolitan #50","","goodreads:17906669","Transmetropolitan","50.0","3a85280c-e39d-4ca7-b73d-a45b749dbca4"
"322","Ellis, Warren","Transmetropolitan #51","","goodreads:17906677","Transmetropolitan","51.0","b5d0863b-2f48-47b6-ba3f-29e83b2e4049"
"323","Ellis, Warren","Transmetropolitan #49","","goodreads:17906660","Transmetropolitan","49.0","b8af06af-d4f9-458a-82be-8894432d33fa"
"324","Ellis, Warren","Transmetropolitan #3","","goodreads:22405730","Transmetropolitan","3.0","0281bf59-482b-43c3-8795-9194a356b0df"
"325","Ellis, Warren","Transmetropolitan #48","","goodreads:17906653","Transmetropolitan","48.0","35928301-1e81-42d6-bb4a-12dcf4bd106d"
"326","Ellis, Warren","Transmetropolitan #47","","goodreads:17906645","Transmetropolitan","47.0","a4035bc5-18ac-4c8e-950b-750bbacf9207"
"327","Ellis, Warren","Transmetropolitan #45","","goodreads:17906605","Transmetropolitan","45.0","220d5607-b9bf-4101-a3e2-f872d51b2409"
"328","Ellis, Warren","Transmetropolitan #46","","goodreads:17906635","Transmetropolitan","46.0","1ff33a91-7d0a-4520-a9a6-3407b80cfd72"
"329","Ellis, Warren","Transmetropolitan #44","","goodreads:17906595","Transmetropolitan","44.0","7ebe95fd-208c-4c42-a09b-978deb87f50f"
"330","Ellis, Warren","Transmetropolitan #43","","goodreads:17906588","Transmetropolitan","43.0","29865e69-8ee5-45f8-b383-fdee5a519973"
"331","Ellis, Warren","Transmetropolitan #42","","goodreads:17888566","Transmetropolitan","42.0","02e3e507-8ddd-437d-b9dc-5019b3201b20"
"332","Ellis, Warren","Transmetropolitan #41","","goodreads:17888186","Transmetropolitan","41.0","106da79a-14a8-4942-901c-c2fbdf632ffb"
"333","Ellis, Warren","Transmetropolitan #39","","goodreads:17887385","Transmetropolitan","39.0","0f3581d6-48d9-4e60-b777-0536e7dd3498"
"334","Ellis, Warren","Transmetropolitan #40","","goodreads:17888117","Transmetropolitan","40.0","25fcecbe-d642-430e-a656-4e7e88e1d1fe"
"335","Ellis, Warren","Transmetropolitan #38","","goodreads:17887375","Transmetropolitan","38.0","1acb2f25-8315-4bad-821f-bf05f4fd485d"
"336","Ellis, Warren","Transmetropolitan #37","","goodreads:17887360","Transmetropolitan","37.0","908523e0-333a-4bdc-99db-2807bcaf7b26"
"337","Ellis, Warren","Transmetropolitan #36","","goodreads:17886348","Transmetropolitan","36.0","3ea85cc1-241d-40d3-9172-72c075e6cb42"
"338","Ellis, Warren","Transmetropolitan #35","","goodreads:17886334","Transmetropolitan","35.0","d7493591-7160-46b4-80c2-7b42eb492965"
"339","Ellis, Warren","Transmetropolitan #34","","goodreads:17886317","Transmetropolitan","34.0","deb11dbe-c4cb-4058-bd5c-aded44a0c05f"
"340","Ellis, Warren","Transmetropolitan #33","","goodreads:17886295","Transmetropolitan","33.0","b060e221-fe73-43d3-bce2-e8f62c45f35e"
"341","Ellis, Warren","Transmetropolitan #32","","goodreads:17886277","Transmetropolitan","32.0","d263df86-915a-4cc3-b764-c76ccf50e9fe"
"342","Ellis, Warren","Transmetropolitan #31","","goodreads:17886269","Transmetropolitan","31.0","89c127dd-ac7c-4480-8eda-e485b4fa5198"
"343","Ellis, Warren","Transmetropolitan #30","","goodreads:17886265","Transmetropolitan","30.0","f4be4cc2-227e-4c4c-a182-eb1b282f7595"
"344","Ellis, Warren","Transmetropolitan #29","","goodreads:17886260","Transmetropolitan","29.0","03a23328-fb13-4dde-9687-d27b4fb96700"
"345","Ellis, Warren","Transmetropolitan #28","","goodreads:17886257","Transmetropolitan","28.0","79f2d703-cccc-404e-97ad-94d31cac6251"
"346","Ellis, Warren","Transmetropolitan #27","","goodreads:17886254","Transmetropolitan","27.0","b1ec935b-2e02-420e-ae2c-543a671986b9"
"347","Ellis, Warren","Transmetropolitan #26","","goodreads:17886250","Transmetropolitan","26.0","3db167e9-f5a9-4ada-bdcd-b785a3e93345"
"348","Ellis, Warren","Transmetropolitan #25","","goodreads:17886246","Transmetropolitan","25.0","bd945ce1-6a91-4756-876f-da23bf9bc70c"
"349","Ellis, Warren","Transmetropolitan #24","","goodreads:22618221","Transmetropolitan","24.0","b1c2cd3e-f02d-45aa-bbbc-5dcca7c370a1"
"350","Ellis, Warren","Transmetropolitan #23","","goodreads:22618203","Transmetropolitan","23.0","3f5da76f-4eff-4642-a18d-a55e70708ad0"
"351","Ellis, Warren","Transmetropolitan #22","","goodreads:22618250","Transmetropolitan","22.0","da993d02-220b-4904-b2f0-23412b64a4e1"
"352","Ellis, Warren","Transmetropolitan #21","","goodreads:22618238","Transmetropolitan","21.0","d3675968-d36a-4db8-9a81-4712df9f8493"
"353","Ellis, Warren","Transmetropolitan #20","","goodreads:22618230","Transmetropolitan","20.0","807a21d9-18ac-48db-8318-6b470f241a9b"
"354","Ellis, Warren","Transmetropolitan #19","","goodreads:22618222","Transmetropolitan","19.0","5e5ebc80-8108-4e78-b4f1-5602bab5e9f3"
"355","Ellis, Warren","Transmetropolitan #16","","goodreads:22618239","Transmetropolitan","16.0","20732be3-36f7-42ca-80c2-aaf8591c53c9"
"356","Ellis, Warren","Transmetropolitan #17","","goodreads:22618210","Transmetropolitan","17.0","4317995c-0e40-4153-8bdc-e59905d2e667"
"357","Ellis, Warren","Transmetropolitan #18","","goodreads:22618213","Transmetropolitan","18.0","12bb6aef-d358-4ff5-a69c-037e7bd3c29a"
"358","Ellis, Warren","Transmetropolitan #15","","goodreads:22618219","Transmetropolitan","15.0","9f617203-c38d-4c38-8980-0c76b9870cca"
"359","Ellis, Warren","Transmetropolitan #14","","goodreads:22618194","Transmetropolitan","14.0","50f6ae5b-2f6a-44fb-aa6d-0306abf6fa3f"
"360","Ellis, Warren","Transmetropolitan #12","","goodreads:22618223","Transmetropolitan","12.0","348d263b-ac34-46c0-b950-0a0cf3a182ac"
"361","Ellis, Warren","Transmetropolitan #13","","goodreads:22618235","Transmetropolitan","13.0","7ad6dab7-6282-4867-a38c-0e4cf061c221"
"362","Ellis, Warren","Transmetropolitan #11","","goodreads:22618197","Transmetropolitan","11.0","5dd1f58e-f794-4479-9ca7-65c81a1245e0"
"363","Ellis, Warren","Transmetropolitan #10","","goodreads:22618212","Transmetropolitan","10.0","cda2dfad-bdb8-45ce-9ca2-f08f0084ee31"
"364","Ellis, Warren","Transmetropolitan #8","","goodreads:22460351","Transmetropolitan","8.0","8f460582-bc7f-4aa1-a30e-f61beea92351"
"365","Ellis, Warren","Transmetropolitan #9","","goodreads:22618229","Transmetropolitan","9.0","2d956485-cf4b-408a-9808-04f4d1adcdce"
"366","Ellis, Warren","Transmetropolitan #7","","goodreads:22459628","Transmetropolitan","7.0","01228f14-774c-478d-9aae-39cf4d6f57e9"
"367","Ellis, Warren","Transmetropolitan #4","","goodreads:22405731","Transmetropolitan","4.0","918abf5a-7e91-4da8-9dd4-731460155ead"
"368","Ellis, Warren","Transmetropolitan #5","","goodreads:22405733","Transmetropolitan","5.0","bce80c3b-e1a7-4d92-878d-daf6f0c89eba"
"369","Ellis, Warren","Transmetropolitan #6","","goodreads:22405734","Transmetropolitan","6.0","189f0710-2e7a-4711-9aa7-bde2187f4537"
"370","Culper, Samuel","Forward Observer Magazine #10","","","Forward Observer Magazine","10.0","8ea734a7-b485-4833-b12c-b76f903e56db"
"371","Culper, Samuel","Forward Observer Magazine #9","","","Forward Observer Magazine","9.0","93f95035-41a6-4cd2-a71d-372ce8ee5400"
"372","Culper, Samuel","Forward Observer Magazine #12","","","Forward Observer Magazine","12.5","21dd4031-f921-4bad-8eb3-1db1d128f5ff"
"373","Culper, Samuel","Forward Observer Magazine #14","","","Forward Observer Magazine","14.0","e8463c5a-458a-46a2-b747-10a297626979"
"374","Culper, Samuel","Forward Observer Magazine #1","","","Forward Observer Magazine","1.0","4de952e0-e9bb-4de6-8f11-041e5703038e"
"375","Culper, Samuel","Forward Observer Magazine #12","","","Forward Observer Magazine","12.0","7e91c4c1-c0af-4005-8114-9e6d27390b20"
"376","Culper, Samuel","Forward Observer Magazine #11","","","Forward Observer Magazine","11.0","f2878325-a723-40f0-8ad4-eb5a750cd9b7"
"378","Luna, J. J.","Invisible Money, Hidden Assets, Secret Accounts","","amazon:B00DF4SH0I,goodreads:18972918","","1.0","a931ad49-1763-4fea-b128-ee8f2281d8de"
"379","Winzenburg, Lucas","Bunyan Velo Issue #2","","","Bunyan Velo","2.0","75ec86c4-7dc3-4db8-9818-2707d8675b93"
"380","Winzenburg, Lucas","Bunyan Velo Issue #3","","","Bunyan Velo","3.0","f3c37017-a43e-4dc7-b8de-a7c5347e17ca"
"381","Winzenburg, Lucas","Bunyan Velo Issue #6","","","Bunyan Velo","6.0","0e08f74a-cdd3-4132-989c-87fc5258f846"
"382","Winzenburg, Lucas","Bunyan Velo Issue #4","","","Bunyan Velo","4.0","f7ac808f-a87c-44d8-a74f-ec5d8c52a79e"
"383","Winzenburg, Lucas","Bunyan Velo Issue #1","","","Bunyan Velo","1.0","dc14daa2-b84f-41ed-b82c-f478dc2bb66c"
"384","Winzenburg, Lucas","Bunyan Velo Issue #5","","","Bunyan Velo","5.0","1213c861-cbea-41d6-b2f3-32230de5ee74"
"385","Emerson, Ralph Waldo","Essays","","","","1.0","56f4aff6-a308-45a3-808c-a5e7bbe8a03d"
"386","Grahame, Kenneth","The Wind in the Willows","9780194791373","isbn:9780194791373,amazon:0763665266,google:TnFmPgAACAAJ,goodreads:19729467","","1.0","de69588d-1f14-4a14-a976-a436c55b09fb"
"387","Conrad, Joseph","Heart of Darkness","9781892295491","isbn:9781892295491,barnesnoble:w/heart-of-darkness-joseph-conrad/1116616937,google:4npDDQAAQBAJ,goodreads:4900,amazon:1936594145","","1.0","e7ad7b11-cef6-406b-b0b4-521d51409b06"
"390","Edmondson, Nathan","The Activity, Volume 3","9781607067597","barnesnoble:w/activity-volume-3-nathan-edmondson/1115199858,isbn:9781607067597","The Activity","3.0","75df293d-1e81-4b24-a7a8-b314015f991a"
"391","Edmondson, Nathan","The Activity, Volume 2","9781607067191","barnesnoble:w/the-activity-volume-2-nathan-edmondson/1113766781,isbn:9781607067191","The Activity","2.0","c8fead80-ff07-4c5f-8acf-4cd1847335f6"
"392","Edmondson, Nathan","The Activity, Volume 1","9781607065616","isbn:9781607065616,barnesnoble:w/activity-volume-1-nathan-edmondson/1109645214","The Activity","1.0","f0903ce0-b2e2-4efc-9831-d1d1fb76e372"
"393","Watterson, Bill","Calvin and Hobbes","9780836220889","barnesnoble:w/calvin-and-hobbes-3-in-the-shadow-of-the-night-bill-watterson/1109232506,isbn:9780836220889,amazon:0836220889,google:fUJ9xwEACAAJ,goodreads:77727","Calvin and Hobbes","1.0","96ecf03c-5b72-4309-82d4-e15b32585fc5"
"394","Watterson, Bill","Something Under the Bed Is Drooling","9780836218251","google:LdB2_WzYpKgC,barnesnoble:w/something-under-the-bed-is-drooling-bill-watterson/1100877641,goodreads:17886577,isbn:9780836218251,amazon:0836218256","Calvin and Hobbes","2.0","7d314b7c-8ec1-4013-8b95-04cc70ac8927"
"395","Watterson, Bill","Yukon Ho!","9780836218350","barnesnoble:w/yukon-ho-bill-watterson/1100195057,goodreads:199723,isbn:9780836218350","Calvin and Hobbes","3.0","88e7870a-24a7-4f82-823a-d9f9b7954b71"
"396","Watterson, Bill","Weirdos From Another Planet!","9780836218626","barnesnoble:w/weirdos-from-another-planet-bill-watterson/1013497511,isbn:9780836218626,goodreads:77730","Calvin and Hobbes","4.0","11b87281-2170-40b5-8ca1-abe9a2c213a3"
"397","Watterson, Bill","The Revenge of the Baby-Sat","9780836218664","barnesnoble:w/revenge-of-the-baby-sat-bill-watterson/1100195058,goodreads:77728,isbn:9780836218664","Calvin and Hobbes","5.0","b94327d2-1df8-4179-83d9-3e1b28c77132"
"398","Watterson, Bill","Scientific Progress Goes ""Boink""","9780836218787","goodreads:70488,isbn:9780836218787,barnesnoble:w/scientific-progress-goes-boink-bill-watterson/1019561981","Calvin and Hobbes","6.0","6914ccfb-9a67-42f4-8a0b-4a97a20a0740"
"399","Watterson, Bill","Attack of the Deranged Mutant Killer Monster Snow Goons","9780836218831","goodreads:77726,isbn:9780836218831,barnesnoble:w/attack-of-the-deranged-mutant-killer-monster-snow-goons-bill-watterson/1019561980,google:U1omakTZzZsC","Calvin and Hobbes","7.0","facb9bce-0226-40b9-a664-ff79793a151d"
"400","Watterson, Bill","The Days Are Just Packed","9780836217353","isbn:9780836217353,google:_7jI4ZPuztUC,amazon:0836217357,goodreads:24818,barnesnoble:w/calvin-and-hobbes-the-days-are-just-packed-bill-watterson/1109232763","Calvin and Hobbes","8.0","d6bbe647-f2a3-455b-b2b3-b517735149a8"
"401","Watterson, Bill","Homicidal Psycho Jungle Cat","9781449475574","isbn:9781449475574,goodreads:24816,barnesnoble:w/homicidal-psycho-jungle-cat-bill-watterson/1101098256,google:-aOTQgAACAAJ","Calvin and Hobbes","9.0","aec2b73a-03bd-4b46-97fc-eb6413d18855"
"402","Watterson, Bill","There's Treasure Everywhere","9780836213126","goodreads:70489,isbn:9780836213126,barnesnoble:w/theres-treasure-everywhere-bill-watterson/1019566344","Calvin and Hobbes","10.0","6a860b90-e275-4b2d-9282-1bed5c7c8c5f"
"404","Watterson, Bill","It's a Magical World","9780836221367","barnesnoble:w/its-a-magical-world-bill-watterson/1019561978,amazon:0836221362,goodreads:24814,isbn:9780836221367,google:y1NVNqOB5OIC","Calvin and Hobbes","11.0","085c0f70-2abc-4d00-8797-fafa3c7d2ae6"
"405","Watterson, Bill","Calvin and Hobbes: Sunday Pages 1985-1995","9780740721359","barnesnoble:w/calvin-and-hobbes-bill-watterson/1100877643,goodreads:24820,isbn:9780740721359","","1.0","9ba368e0-c8f2-49e1-acd3-e022cb56f9bf"
"406","Watterson, Bill","The Calvin and Hobbes: Tenth Anniversary Book","9780836204384","isbn:9780836204384,barnesnoble:w/calvin-and-hobbes-bill-watterson/1100877643,goodreads:24813","","1.0","85d48981-3fe3-446a-b793-4306278f5c57"
"407","MacDonald, Dougald","The American Alpine Journal 2016: The World's Most Significant Climbs","9781933056913","goodreads:29280887,isbn:9781933056913","American Alpine Journal","90.0","4b345bfb-f624-4316-bae1-5fc5cb34fc31"
"408","Williamson, Jed","Accidents in North American Mountaineering 2012","9781933056777","isbn:9781933056777,goodreads:15028175","Accidents in North American Mountaineering","65.0","2586762e-f68b-4c01-a693-e427ea2c0317"
"409","Williamson, Jed","Accidents in North American Mountaineering 2013","9781933056814","goodreads:17872388,isbn:9781933056814","Accidents in North American Mountaineering","66.0","5ecc934f-30d6-49b6-bd79-e33127d291e1"
"410","Eisler, Barry","A Clean Kill in Tokyo","9781477820803","google:gmvPoQEACAAJ,mobi-asin:B00M4LHQ82,isbn:9781477820803,barnesnoble:1115109389,goodreads:925","A John Rain Novel","1.0","e05ebb89-0df8-4d2a-b3c6-4b276ba824b9"
"411","MacDonald, Dougald","The American Alpine Journal 2014: The World's Most Significant Climbs","1933056835","goodreads:21972319,amazon:1933056835,isbn:1933056835","American Alpine Journal","88.0","3efd18af-44c4-4d2f-92b6-f2013054e14d"
"412","Transportation, U.S. Department Of","Emergency Response Guidebook 2016","9781535185981","goodreads:31153017,barnesnoble:w/emergency-response-guidebook-2016-us-department-of-transportation/1124083082,isbn:9781535185981,amazon:1535185988","","1.0","ec94fb09-9605-4171-a6d8-e94a98c739f7"
"413","Werner, David & Thuman, Carol & Maxwell, Jane","Where There Is No Doctor: A Village Health Care Handbook","","","","1.0","22fc376b-7579-4dd3-bd07-99444a94ee69"
"414","Dickson, Murray","Where There Is No Dentist","","","","1.0","33e6201c-fe45-4254-a4bd-c07f52dc45e1"
"415","Popper, Nathaniel","Digital Gold: Bitcoin and the Inside Story of the Misfits and Millionaires Trying to Reinvent Money","9780062362506","isbn:9780062362506,goodreads:23546676,barnesnoble:w/digital-gold-nathaniel-popper/1120728331,mobi-asin:B00P6TZLOU","","1.0","ad966c82-bdc6-4200-a93c-3046caed81e3"
"416","Vigna, Paul","The Age of Cryptocurrency: How Bitcoin and Digital Money Are Challenging the Global Economic Order","9781466873063","isbn:9781466873063,barnesnoble:w/the-age-of-cryptocurrency-paul-vigna/1120327580","","1.0","16d837f0-0679-441b-ab14-02d20137d68d"
"417","Musashi, Miyamoto & Wilson, William Scott & Tsujimura, Shiro","The Book of Five Rings","9781590302484","goodreads:13151220,google:o06YP08dp2gC,isbn:9781590302484,barnesnoble:w/book-of-five-rings-miyamoto-musashi/1002079196","","1.0","bd1b4da7-c038-4001-8b99-aa615d5a1201"
"418","Wilson, William Scott","The Lone Samurai: The Life of Miyamoto Musashi","9781590309872","mobi-asin:B00C28DO24,goodreads:356867,barnesnoble:w/the-lone-samurai-william-scott-wilson/1111632187,isbn:9781590309872","","1.0","95d224ae-4b42-4b19-8397-d5396c20e9ff"
"419","Williamson, Jed","Accidents in North American Mountaineering 2016","","goodreads:29280888","Accidents in North American Mountaineering","69.0","6d5887f8-e368-43dc-8bfe-2d40dd5b2164"
"420","Harlin, John","The American Alpine Journal 2012: The World's Most Significant Climbs","","goodreads:15939382","American Alpine Journal","86.0","d5b22c71-f7ac-4e2d-8665-1168d6fd74d3"
"421","MacDonald, Dougald","The American Alpine Journal 2013: The World's Most Significant Climbs","9781933056791","isbn:9781933056791,barnesnoble:w/the-american-alpine-journal-2013-american-alpine-club/1115263998,goodreads:17872387","American Alpine Journal","87.0","b4f7a7bc-ff0b-4fbb-87fa-eabac8d879be"
"422","Wilderness Medicine Institute","Wilderness Medicine Handbook, 11th Edition","","","","1.0","a9927956-c3ef-48e2-a154-7f1e0d26f24d"
"423","Wilderness Medicine Institute","Wilderness Medicine Handbook, 10th Edition","","","","1.0","6f09df76-abd2-4374-b698-42c8a930aa2d"
"424","Bernstein, William J.","If You Can","","","","1.0","6fa31302-5088-41a2-b0c8-0154c5628724"
"425","Vail, Jeff","A Theory of Power","","","","1.0","f1503133-3c61-4625-8efc-aa699a37cd24"
"426","Lovecraft, H.P.","The Complete Works of H.P. Lovecraft","","","","1.0","8a8ab2c2-d8fb-413b-a3a7-726e90a753aa"
"427","Godesky, Jason","Thirty Theses","","","","1.0","7f32f420-07fe-4571-adea-c035c485cb85"
"428","Older, Malka","Infomocracy","9780765385154","mobi-asin:B0151U75ME,amazon:B0151U75ME,isbn:9780765385154,goodreads:26114433,barnesnoble:w/infomocracy-malka-ann-older/1122537843,google:YabuCwAAQBAJ","Centenal Cycle","1.0","f53ad5f8-617f-4155-be76-ad7830ce1faf"
"429","Shea, Robert & Wilson, Robert Anton","The Illuminatus! Trilogy","9780440539810","barnesnoble:w/illuminatus-trilogy-robert-shea/1100271829,isbn:9780440539810,goodreads:57913,mobi-asin:B007NZQUUE","Illuminatus!","1.0","95c5fda5-078f-444a-a96c-ad8d47ebd18d"
"430","Morris, Edmund","The Rise of Theodore Roosevelt","9780375756788","mobi-asin:B004DEPH3E,goodreads:9768874,isbn:9780375756788,barnesnoble:w/rise-of-theodore-roosevelt-edmund-morris/1100271601,google:G2QXAQAAIAAJ,amazon:B004DEPH3E","Theodore Roosevelt","1.0","fc33e4fd-4429-43ac-be00-dd19e8e62068"
"431","Morris, Edmund","Theodore Rex","9780812966008","google:O9r_p6Kbi24C,mobi-asin:B004DEPH0M,isbn:9780812966008,amazon:B004DEPH0M,barnesnoble:w/theodore-rex-edmund-morris/1100271600,goodreads:9768052","Theodore Roosevelt","2.0","cda3e7d2-85a5-4dcc-b4b1-06cc87c624d5"
